순번,모펀드,모펀드명,설정해지구분,투자비율,종류형모펀드,종류형모펀드명,종류형자펀드,종류형자펀드명,최종모펀드,종류형모펀드_k,종류형자펀드_l,최종모부재,종류형모부재,종류형자부재,실질최종모펀드,최종모펀드명
476,09M56,한국투자JPMorgan글로벌하이일드증권모투자신탁(USD)(채권-재간접형),,,09N14,,09N20,한국투자JPMorgan글로벌하이일드월배당증권자투자신탁H(채권-재간접형)(C-e),09M56,09N14,09N20,X,X,X,09M56,한국투자JPMorgan글로벌하이일드증권모투자신탁(USD)(채권-재간접형)
477,09M56,한국투자JPMorgan글로벌하이일드증권모투자신탁(USD)(채권-재간접형),,,09N14,,09N21,한국투자JPMorgan글로벌하이일드월배당증권자투자신탁H(채권-재간접형)(C-F),09M56,09N14,09N21,X,X,X,09M56,한국투자JPMorgan글로벌하이일드증권모투자신탁(USD)(채권-재간접형)
478,09M56,한국투자JPMorgan글로벌하이일드증권모투자신탁(USD)(채권-재간접형),,,09N14,,09N22,한국투자JPMorgan글로벌하이일드월배당증권자투자신탁H(채권-재간접형)(C-G),09M56,09N14,09N22,X,X,X,09M56,한국투자JPMorgan글로벌하이일드증권모투자신탁(USD)(채권-재간접형)
479,09M56,한국투자JPMorgan글로벌하이일드증권모투자신탁(USD)(채권-재간접형),,,09N14,,09N23,한국투자JPMorgan글로벌하이일드월배당증권자투자신탁H(채권-재간접형)(C-P),09M56,09N14,09N23,X,X,X,09M56,한국투자JPMorgan글로벌하이일드증권모투자신탁(USD)(채권-재간접형)
480,09M56,한국투자JPMorgan글로벌하이일드증권모투자신탁(USD)(채권-재간접형),,,09N14,,09N24,한국투자JPMorgan글로벌하이일드월배당증권자투자신탁H(채권-재간접형)(C-Pe),09M56,09N14,09N24,X,X,X,09M56,한국투자JPMorgan글로벌하이일드증권모투자신탁(USD)(채권-재간접형)
481,09M56,한국투자JPMorgan글로벌하이일드증권모투자신탁(USD)(채권-재간접형),,,09N14,,09N25,한국투자JPMorgan글로벌하이일드월배당증권자투자신탁H(채권-재간접형)(C-R),09M56,09N14,09N25,X,X,X,09M56,한국투자JPMorgan글로벌하이일드증권모투자신탁(USD)(채권-재간접형)
482,09M56,한국투자JPMorgan글로벌하이일드증권모투자신탁(USD)(채권-재간접형),,,09N14,,09N26,한국투자JPMorgan글로벌하이일드월배당증권자투자신탁H(채권-재간접형)(C-Re),09M56,09N14,09N26,X,X,X,09M56,한국투자JPMorgan글로벌하이일드증권모투자신탁(USD)(채권-재간접형)
483,09M56,한국투자JPMorgan글로벌하이일드증권모투자신탁(USD)(채권-재간접형),,,09N14,,09N27,한국투자JPMorgan글로벌하이일드월배당증권자투자신탁H(채권-재간접형)(C-W),09M56,09N14,09N27,X,X,X,09M56,한국투자JPMorgan글로벌하이일드증권모투자신탁(USD)(채권-재간접형)
484,,,,0,01179,한국투자신종법인용MMF3호(국공채)(모),05P48,한국투자신종법인용MMF3호(국공채)(C),01179,01179,05P48,X,X,X,01179,한국투자신종법인용MMF3호(국공채)(모)
485,,,,,01179,,05Q80,한국투자신종법인용MMF3호(국공채)(C-R),01179,01179,05Q80,X,X,X,01179,
486,,,,,01179,,05Q81,한국투자신종법인용MMF3호(국공채)(C-Re),01179,01179,05Q81,X,X,X,01179,
487,,,,,01179,,05V17,한국투자신종법인용MMF3호(국공채)(C-I),01179,01179,05V17,X,X,X,01179,
488,,,,,01Z18,한국투자신종법인용MMF1호(모),01191,한국투자신종법인용MMF1호(C),01Z18,01Z18,01191,X,X,X,01Z18,한국투자신종법인용MMF1호(모)
489,,,,,01Z18,,01Z19,한국투자신종법인용MMF1호(C-RJ),01Z18,01Z18,01Z19,X,X,X,01Z18,
490,,,,,01Z18,,01Z25,한국투자신종법인용MMF1호(C-J),01Z18,01Z18,01Z25,X,X,X,01Z18,
491,,,,,01Z18,,01Z26,한국투자신종법인용MMF1호(C-R),01Z18,01Z18,01Z26,X,X,X,01Z18,
492,,,,,01Z18,,01Z32,한국투자신종법인용MMF1호(S),01Z18,01Z18,01Z32,X,X,X,01Z18,
493,,,,,01Z18,,05M33,한국투자신종법인용MMF1호(C-Re),01Z18,01Z18,05M33,X,X,X,01Z18,
494,,,,,01Z21,한국투자신종개인용MMF3호(모),01157,한국투자신종개인용MMF3호(C),01Z21,01Z21,01157,X,X,X,01Z21,한국투자신종개인용MMF3호(모)
495,,,,,01Z21,,01Z22,한국투자신종개인용MMF3호(C-P),01Z21,01Z21,01Z22,X,X,X,01Z21,
496,,,,,01Z21,,01Z30,한국투자신종개인용MMF3호(S),01Z21,01Z21,01Z30,X,X,X,01Z21,
497,,,,,01Z21,,01Z31,한국투자신종개인용MMF3호(S-P),01Z21,01Z21,01Z31,X,X,X,01Z21,
498,,,,,01Z21,,05K85,한국투자신종개인용MMF3호(C-Pe),01Z21,01Z21,05K85,X,X,X,01Z21,
499,,,,,01Z21,,05V16,한국투자신종개인용MMF3호(C-e),01Z21,01Z21,05V16,X,X,X,01Z21,
500,,,,,01Z23,한국투자신종법인용MMF15호(모),34925,한국투자신종법인용MMF15호(C),01Z23,01Z23,34925,X,X,X,01Z23,한국투자신종법인용MMF15호(모)
501,,,,,01Z23,,97000,한국투자신종법인용MMF15호(C-M),01Z23,01Z23,97000,X,X,X,01Z23,
502,,,,,01Z23,,97001,한국투자신종법인용MMF15호(C-J),01Z23,01Z23,97001,X,X,X,01Z23,
503,,,,,01Z27,한국투자신종개인용MMF1호(국공채)(모),01115,한국투자신종개인용MMF1호(국공채)(C),01Z27,01Z27,01115,X,X,X,01Z27,한국투자신종개인용MMF1호(국공채)(모)
504,,,,,01Z27,,01Z29,한국투자신종개인용MMF1호(국공채)(S),01Z27,01Z27,01Z29,X,X,X,01Z27,
505,,,,,01Z27,,05A20,한국투자신종개인용MMF1호(국공채)(C-W),01Z27,01Z27,05A20,X,X,X,01Z27,
506,,,,,01Z27,,05M88,한국투자신종개인용MMF1호(국공채)(C-e),01Z27,01Z27,05M88,X,X,X,01Z27,
507,,,,,02472,한국투자마스터장기증권투자신탁1호(채권)(모),04C79,한국투자마스터장기증권투자신탁1호(채권)(C),02472,02472,04C79,X,X,X,02472,한국투자마스터장기증권투자신탁1호(채권)(모)
508,,,,,02472,,10147,한국투자마스터장기증권투자신탁1호(채권)(C-W),02472,02472,10147,X,X,X,02472,
509,,,,,03W02,한국투자경기민감주목표전환형증권투자신탁2호(채권)(모),03W03,한국투자경기민감주목표전환형증권투자신탁2호(채권)(A),03W02,03W02,03W03,X,X,X,03W02,한국투자경기민감주목표전환형증권투자신탁2호(채권)(모)
510,,,,,03W17,한국투자프리스타일목표전환형증권투자신탁1호(채권)(모),03W18,한국투자프리스타일목표전환형증권투자신탁1호(채권)(A),03W17,03W17,03W18,X,X,X,03W17,한국투자프리스타일목표전환형증권투자신탁1호(채권)(모)
511,,,,,03W17,,03W19,한국투자프리스타일목표전환형증권투자신탁1호(채권)(C),03W17,03W17,03W19,X,X,X,03W17,
512,,,,,04B75,한국투자엄브렐러증권전환형투자신탁1호(채권혼합)(모),04905,한국투자엄브렐러증권전환형투자신탁1호(채권혼합)(A),04B75,04B75,04905,X,X,X,04B75,한국투자엄브렐러증권전환형투자신탁1호(채권혼합)(모)
513,,,,,04B75,,04D92,한국투자엄브렐러증권전환형투자신탁1호(채권혼합)(S),04B75,04B75,04D92,X,X,X,04B75,
514,,,,,04B75,,05V19,한국투자엄브렐러증권전환형투자신탁1호(채권혼합)(C-F),04B75,04B75,05V19,X,X,X,04B75,
515,,,,,04B75,,20084,한국투자엄브렐러증권전환형투자신탁1호(채권혼합)(A-I),04B75,04B75,20084,X,X,X,04B75,
516,,,,,04B75,,20085,한국투자엄브렐러증권전환형투자신탁1호(채권혼합)(A-e),04B75,04B75,20085,X,X,X,04B75,
517,,,,,04C30,한국투자분할매수증권투자신탁1호(채권혼합)(모),04C31,한국투자분할매수증권투자신탁1호(채권혼합)(C),04C30,04C30,04C31,X,X,X,04C30,한국투자분할매수증권투자신탁1호(채권혼합)(모)
518,,,,,04C34,한국투자현대차그룹리딩플러스30증권투자신탁1호(채권혼합)(모),04C35,한국투자현대차그룹리딩플러스30증권투자신탁1호(채권혼합)(C),04C34,04C34,04C35,X,X,X,04C34,한국투자현대차그룹리딩플러스30증권투자신탁1호(채권혼합)(모)
519,,,,,04C34,,04C36,한국투자현대차그룹리딩플러스30증권투자신탁1호(채권혼합)(A),04C34,04C34,04C36,X,X,X,04C34,
520,,,,,04C34,,04C37,한국투자현대차그룹리딩플러스30증권투자신탁1호(채권혼합)(C-e),04C34,04C34,04C37,X,X,X,04C34,
521,,,,,04C34,,04D66,한국투자현대차그룹리딩플러스30증권투자신탁1호(채권혼합)(S),04C34,04C34,04D66,X,X,X,04C34,
522,,,,,04C76,한국투자라이프플랜증권투자신탁1호(채권)(모),02476,한국투자라이프플랜증권투자신탁1호(채권)(C),04C76,04C76,02476,X,X,X,04C76,한국투자라이프플랜증권투자신탁1호(채권)(모)
523,,,,,04C76,,04C82,한국투자라이프플랜증권투자신탁1호(채권)(A-RJ),04C76,04C76,04C82,X,X,X,04C76,
524,,,,,04D51,한국투자롱텀밸류배당30증권투자신탁(채권혼합)(모),04735,한국투자롱텀밸류배당30증권투자신탁(채권혼합)(C),04D51,04D51,04735,X,X,X,04D51,한국투자롱텀밸류배당30증권투자신탁(채권혼합)(모)
525,,,,,04D51,,04D63,한국투자롱텀밸류배당30증권투자신탁(채권혼합)(S),04D51,04D51,04D63,X,X,X,04D51,
526,,,,,04D51,,04N23,한국투자롱텀밸류배당30증권투자신탁(채권혼합)(C-W),04D51,04D51,04N23,X,X,X,04D51,
527,,,,,04D51,,04N24,한국투자롱텀밸류배당30증권투자신탁(채권혼합)(A),04D51,04D51,04N24,X,X,X,04D51,
528,,,,,04D99,한국투자사모중국국유기업증권투자신탁1호(채권)(모),06G22,한국투자사모중국국유기업증권투자신탁1호(채권)(C-F),04D99,04D99,06G22,X,X,X,04D99,한국투자사모중국국유기업증권투자신탁1호(채권)(모)
529,,,,,04D99,,06G23,한국투자사모중국국유기업증권투자신탁1호(채권)(A),04D99,04D99,06G23,X,X,X,04D99,
530,,,,,04X15,한국투자압축포트폴리오프리미어목표전환형증권투자신탁2호(채권),04X16,한국투자압축포트폴리오프리미어목표전환형증권투자신탁2호(채권)(A),04X15,04X15,04X16,X,X,X,04X15,한국투자압축포트폴리오프리미어목표전환형증권투자신탁2호(채권)
531,,,,,04X90,한국투자대표그룹리딩플러스목표전환형증권투자신탁1호(채권)(모),04X91,한국투자대표그룹리딩플러스목표전환형증권투자신탁1호(채권)(A),04X90,04X90,04X91,X,X,X,04X90,한국투자대표그룹리딩플러스목표전환형증권투자신탁1호(채권)(모)
532,,,,,04X90,,04X92,한국투자대표그룹리딩플러스목표전환형증권투자신탁1호(채권)(C),04X90,04X90,04X92,X,X,X,04X90,
533,,,,,05A02,한국투자단기채플러스ESG증권투자신탁(채권)(모),05A04,한국투자단기채플러스ESG증권투자신탁(채권)(C),05A02,05A02,05A04,X,X,X,05A02,한국투자단기채플러스ESG증권투자신탁(채권)(모)
534,,,,,05A02,,05A05,한국투자단기채플러스ESG증권투자신탁(채권)(C-F),05A02,05A02,05A05,X,X,X,05A02,
535,,,,,05A02,,05A06,한국투자단기채플러스ESG증권투자신탁(채권)(C-P),05A02,05A02,05A06,X,X,X,05A02,
536,,,,,05A02,,05A07,한국투자단기채플러스ESG증권투자신탁(채권)(C-R),05A02,05A02,05A07,X,X,X,05A02,
537,,,,,05A02,,05A08,한국투자단기채플러스ESG증권투자신탁(채권)(C-W),05A02,05A02,05A08,X,X,X,05A02,
538,,,,,05A02,,05A09,한국투자단기채플러스ESG증권투자신탁(채권)(S),05A02,05A02,05A09,X,X,X,05A02,
539,,,,,05A02,,05A10,한국투자단기채플러스ESG증권투자신탁(채권)(S-P),05A02,05A02,05A10,X,X,X,05A02,
540,,,,,05A02,,05B37,한국투자단기채플러스ESG증권투자신탁(채권)(A),05A02,05A02,05B37,X,X,X,05A02,
541,,,,,05A02,,05K46,한국투자단기채플러스ESG증권투자신탁(채권)(A-e),05A02,05A02,05K46,X,X,X,05A02,
542,,,,,05A02,,05K47,한국투자단기채플러스ESG증권투자신탁(채권)(C-e),05A02,05A02,05K47,X,X,X,05A02,
543,,,,,05A02,,05K48,한국투자단기채플러스ESG증권투자신탁(채권)(C-Pe),05A02,05A02,05K48,X,X,X,05A02,
544,,,,,05A02,,05K49,한국투자단기채플러스ESG증권투자신탁(채권)(C-Re),05A02,05A02,05K49,X,X,X,05A02,
545,,,,,05A02,,05W89,한국투자단기채플러스ESG증권투자신탁(채권)(A1),05A02,05A02,05W89,X,X,X,05A02,
546,,,,,05A02,,05Z16,한국투자단기채플러스ESG증권투자신탁(채권)(S-R),05A02,05A02,05Z16,X,X,X,05A02,
547,,,,,05B23,한국투자e단기채공모주증권투자신탁(채권혼합)(모),05B24,한국투자e단기채공모주증권투자신탁(채권혼합)(A),05B23,05B23,05B24,X,X,X,05B23,한국투자e단기채공모주증권투자신탁(채권혼합)(모)
548,,,,,05B23,,05B25,한국투자e단기채공모주증권투자신탁(채권혼합)(C),05B23,05B23,05B25,X,X,X,05B23,
549,,,,,05B23,,05B26,한국투자e단기채공모주증권투자신탁(채권혼합)(C-F),05B23,05B23,05B26,X,X,X,05B23,
550,,,,,05B23,,05B27,한국투자e단기채공모주증권투자신탁(채권혼합)(C-P),05B23,05B23,05B27,X,X,X,05B23,
551,,,,,05B54,한국투자법인용MMF2호(국공채)(모),01Z12,한국투자법인용MMF2호(국공채)(C),05B54,05B54,01Z12,X,X,X,05B54,한국투자법인용MMF2호(국공채)(모)
552,,,,,05B54,,05B55,한국투자법인용MMF2호(국공채)(C-I),05B54,05B54,05B55,X,X,X,05B54,
553,,,,,05B54,,05B56,한국투자법인용MMF2호(국공채)(C-J),05B54,05B54,05B56,X,X,X,05B54,
554,,,,,05B61,한국투자만기투자형증권투자신탁(채권혼합)(모),05B63,한국투자만기투자형증권투자신탁(채권혼합)(C-R),05B61,05B61,05B63,X,X,X,05B61,한국투자만기투자형증권투자신탁(채권혼합)(모)
555,,,,,05M02,한국투자신종개인용MMF10호(모),01124,한국투자신종개인용MMF10호(C),05M02,05M02,01124,X,X,X,05M02,한국투자신종개인용MMF10호(모)
556,,,,,05M02,,05M03,한국투자신종개인용MMF10호(C-e),05M02,05M02,05M03,X,X,X,05M02,
557,,,,,05M05,한국투자신종개인용MMF5호(모),05M06,한국투자신종개인용MMF5호(C-e),05M05,05M05,05M06,X,X,X,05M05,한국투자신종개인용MMF5호(모)
558,,,,,05M05,,34905,한국투자신종개인용MMF5호(C),05M05,05M05,34905,X,X,X,05M05,
559,,,,,05N17,한국투자한국의제4차산업혁명목표전환형증권투자신탁1호(채권)(모),05N18,한국투자한국의제4차산업혁명목표전환형증권투자신탁1호(채권)(A),05N17,05N17,05N18,X,X,X,05N17,한국투자한국의제4차산업혁명목표전환형증권투자신탁1호(채권)(모)
560,,,,,05N17,,05N19,한국투자한국의제4차산업혁명목표전환형증권투자신탁1호(채권)(A-e),05N17,05N17,05N19,X,X,X,05N17,
561,,,,,05N17,,05N20,한국투자한국의제4차산업혁명목표전환형증권투자신탁1호(채권)(C),05N17,05N17,05N20,X,X,X,05N17,
562,,,,,05N17,,05N21,한국투자한국의제4차산업혁명목표전환형증권투자신탁1호(채권)(C-e),05N17,05N17,05N21,X,X,X,05N17,
563,,,,,05N17,,05N96,한국투자한국의제4차산업혁명목표전환형증권투자신탁1호(채권)(C-F),05N17,05N17,05N96,X,X,X,05N17,
564,,,,,05Q83,한국투자만기투자형증권투자신탁5호(채권)(모),05Q84,한국투자만기투자형증권투자신탁5호(채권)(C-J),05Q83,05Q83,05Q84,X,X,X,05Q83,한국투자만기투자형증권투자신탁5호(채권)(모)
565,,,,,05Q83,,05Q85,한국투자만기투자형증권투자신탁5호(채권)(C-P),05Q83,05Q83,05Q85,X,X,X,05Q83,
566,,,,,05Q83,,05Q86,한국투자만기투자형증권투자신탁5호(채권)(C-Pe),05Q83,05Q83,05Q86,X,X,X,05Q83,
567,,,,,05Q83,,05Q87,한국투자만기투자형증권투자신탁5호(채권)(C-R),05Q83,05Q83,05Q87,X,X,X,05Q83,
568,,,,,05Q83,,05Q88,한국투자만기투자형증권투자신탁5호(채권)(C-Re),05Q83,05Q83,05Q88,X,X,X,05Q83,
569,,,,,05X07,한국투자경기민감주목표전환형증권투자신탁1호(채권)(모),05X09,한국투자경기민감주목표전환형증권투자신탁1호(채권)(A),05X07,05X07,05X09,X,X,X,05X07,한국투자경기민감주목표전환형증권투자신탁1호(채권)(모)
570,,,,,06F99,한국투자KP플러스증권투자신탁1호(채권)(모),06G02,한국투자KP플러스증권투자신탁1호(채권)(C),06F99,06F99,06G02,X,X,X,06F99,한국투자KP플러스증권투자신탁1호(채권)(모)
571,,,,,06G08,한국투자골드플랜연금증권전환형투자신탁1호(국공채)(모),03555,한국투자골드플랜연금증권전환형투자신탁1호(국공채)(C),06G08,06G08,03555,X,X,X,06G08,한국투자골드플랜연금증권전환형투자신탁1호(국공채)(모)
572,,,,,06G08,,05B32,한국투자골드플랜연금증권전환형투자신탁1호(국공채)(C-e),06G08,06G08,05B32,X,X,X,06G08,
573,,,,,06G08,,06G11,한국투자골드플랜연금증권전환형투자신탁1호(국공채)(S-P),06G08,06G08,06G11,X,X,X,06G08,
574,,,,,06G35,한국투자금리연계전문투자형사모증권투자신탁10호(채권)(모),06G36,한국투자금리연계전문투자형사모증권투자신탁10호(채권)(C),06G35,06G35,06G36,X,X,X,06G35,한국투자금리연계전문투자형사모증권투자신탁10호(채권)(모)
575,,,,,06G35,,06G37,한국투자금리연계전문투자형사모증권투자신탁10호(채권)(C-J),06G35,06G35,06G37,X,X,X,06G35,
576,,,,,06H40,한국투자스마트전문투자형사모투자신탁1호(모),06H42,한국투자스마트전문투자형사모투자신탁1호(C-R),06H40,06H40,06H42,X,X,X,06H40,한국투자스마트전문투자형사모투자신탁1호(모)
577,,,,,06K06,한국투자크레딧전문투자형사모증권투자신탁(채권)(모),06K07,한국투자크레딧전문투자형사모증권투자신탁(채권)(C-J),06K06,06K06,06K07,X,X,X,06K06,한국투자크레딧전문투자형사모증권투자신탁(채권)(모)
578,,,,,06K06,,06K08,한국투자크레딧전문투자형사모증권투자신탁(채권)(C-R),06K06,06K06,06K08,X,X,X,06K06,
579,,,,,06K41,한국투자베이직전문투자형사모증권투자신탁92호(채권)(모),06K42,한국투자베이직전문투자형사모증권투자신탁92호(채권)(C),06K41,06K41,06K42,X,X,X,06K41,한국투자베이직전문투자형사모증권투자신탁92호(채권)(모)
580,,,,,06K41,,06K43,한국투자베이직전문투자형사모증권투자신탁92호(채권)(C-W),06K41,06K41,06K43,X,X,X,06K41,
581,,,,,06W86,한국투자3개월매칭형일반사모증권투자신탁(채권)(모),06W87,한국투자3개월매칭형일반사모증권투자신탁(채권)(C),06W86,06W86,06W87,X,X,X,06W86,한국투자3개월매칭형일반사모증권투자신탁(채권)(모)
582,,,,,06W89,한국투자단기채권형일반사모증권투자신탁(채권)(모),06W90,한국투자단기채권형일반사모증권투자신탁(채권)(C),06W89,06W89,06W90,X,X,X,06W89,한국투자단기채권형일반사모증권투자신탁(채권)(모)
583,,,,,06W92,한국투자6개월매칭형일반사모증권투자신탁(채권)(모),06W93,한국투자6개월매칭형일반사모증권투자신탁(채권)(C),06W92,06W92,06W93,X,X,X,06W92,한국투자6개월매칭형일반사모증권투자신탁(채권)(모)
584,,,,,06Y04,한국투자뉴에이스일반사모증권투자신탁1호(채권)(모),06Y05,한국투자뉴에이스일반사모증권투자신탁1호(채권)(1종),06Y04,06Y04,06Y05,X,X,X,06Y04,한국투자뉴에이스일반사모증권투자신탁1호(채권)(모)
585,,,,,06Y04,,06Y06,한국투자뉴에이스일반사모증권투자신탁1호(채권)(2종),06Y04,06Y04,06Y06,X,X,X,06Y04,
586,,,,,06Y78,한국투자앱솔루트일반사모증권투자신탁1호(채권)(모),06Y79,한국투자앱솔루트일반사모증권투자신탁1호(채권)(C),06Y78,06Y78,06Y79,X,X,X,06Y78,한국투자앱솔루트일반사모증권투자신탁1호(채권)(모)
587,,,,,06Y78,,06Y80,한국투자앱솔루트일반사모증권투자신탁1호(채권)(C-R),06Y78,06Y78,06Y80,X,X,X,06Y78,
588,,,,,06Z12,한국투자뉴에이스일반사모증권투자신탁2호(채권)(모),06Z13,한국투자뉴에이스일반사모증권투자신탁2호(채권)(A),06Z12,06Z12,06Z13,X,X,X,06Z12,한국투자뉴에이스일반사모증권투자신탁2호(채권)(모)
589,,,,,06Z21,한국투자뉴에이스일반사모증권투자신탁3호(채권)(모),06Z22,한국투자뉴에이스일반사모증권투자신탁3호(채권)(1종),06Z21,06Z21,06Z22,X,X,X,06Z21,한국투자뉴에이스일반사모증권투자신탁3호(채권)(모)
590,,,,,06Z21,,06Z23,한국투자뉴에이스일반사모증권투자신탁3호(채권)(2종),06Z21,06Z21,06Z23,X,X,X,06Z21,
591,,,,,06Z57,한국투자뉴에이스일반사모증권투자신탁4호(채권)(모),06Z58,한국투자뉴에이스일반사모증권투자신탁4호(채권)(1종),06Z57,06Z57,06Z58,X,X,X,06Z57,한국투자뉴에이스일반사모증권투자신탁4호(채권)(모)
592,,,,,06Z57,,06Z59,한국투자뉴에이스일반사모증권투자신탁4호(채권)(2종),06Z57,06Z57,06Z59,X,X,X,06Z57,
593,,,,,06Z74,한국투자뉴에이스일반사모증권투자신탁5호(채권)(모),06Z75,한국투자뉴에이스일반사모증권투자신탁5호(채권)(1종),06Z74,06Z74,06Z75,X,X,X,06Z74,한국투자뉴에이스일반사모증권투자신탁5호(채권)(모)
594,,,,,06Z74,,06Z76,한국투자뉴에이스일반사모증권투자신탁5호(채권)(2종),06Z74,06Z74,06Z76,X,X,X,06Z74,
595,,,,,07B03,한국투자시스템알파증권투자신탁(채권-파생형)(모),07B09,한국투자시스템알파증권투자신탁(채권-파생형)(C-W),07B03,07B03,07B09,X,X,X,07B03,한국투자시스템알파증권투자신탁(채권-파생형)(모)
596,,,,,07J04,한국투자크레딧플러스증권투자신탁(채권)(모),07J09,한국투자크레딧플러스증권투자신탁(채권)(C-F),07J04,07J04,07J09,X,X,X,07J04,한국투자크레딧플러스증권투자신탁(채권)(모)
597,,,,,07J04,,07J10,한국투자크레딧플러스증권투자신탁(채권)(C-V),07J04,07J04,07J10,X,X,X,07J04,
598,,,,,07P23,한국투자법인용달러MMF(USD)(모),07P24,한국투자법인용달러MMF(USD)(C),07P23,07P23,07P24,X,X,X,07P23,한국투자법인용달러MMF(USD)(모)
599,,,,,07P23,,07P25,한국투자법인용달러MMF(USD)(C-e),07P23,07P23,07P25,X,X,X,07P23,
600,,,,,07P23,,07P26,한국투자법인용달러MMF(USD)(C-F),07P23,07P23,07P26,X,X,X,07P23,
601,,,,,07P23,,07P27,한국투자법인용달러MMF(USD)(C-I),07P23,07P23,07P27,X,X,X,07P23,
602,,,,,07P23,,07P28,한국투자법인용달러MMF(USD)(C-W),07P23,07P23,07P28,X,X,X,07P23,
603,,,,,07W26,한국투자초단기내일드림증권투자신탁(채권)(모),07W27,한국투자초단기내일드림증권투자신탁(채권)(A),07W26,07W26,07W27,X,X,X,07W26,한국투자초단기내일드림증권투자신탁(채권)(모)
604,,,,,07W26,,07W28,한국투자초단기내일드림증권투자신탁(채권)(A-e),07W26,07W26,07W28,X,X,X,07W26,
605,,,,,07W26,,07W29,한국투자초단기내일드림증권투자신탁(채권)(C),07W26,07W26,07W29,X,X,X,07W26,
606,,,,,07W26,,07W30,한국투자초단기내일드림증권투자신탁(채권)(C-e),07W26,07W26,07W30,X,X,X,07W26,
607,,,,,07W26,,07W31,한국투자초단기내일드림증권투자신탁(채권)(C-F),07W26,07W26,07W31,X,X,X,07W26,
608,,,,,07W26,,07W33,한국투자초단기내일드림증권투자신탁(채권)(C-Pe),07W26,07W26,07W33,X,X,X,07W26,
609,,,,,07W26,,09C84,한국투자초단기내일드림증권투자신탁(채권)(C-Re),07W26,07W26,09C84,X,X,X,07W26,
610,,,,,08L50,한국투자뉴에이스일반사모증권투자신탁6호(채권)(모),08L51,한국투자뉴에이스일반사모증권투자신탁6호(채권)(1종),08L50,08L50,08L51,X,X,X,08L50,한국투자뉴에이스일반사모증권투자신탁6호(채권)(모)
611,,,,,08L50,,08L52,한국투자뉴에이스일반사모증권투자신탁6호(채권)(2종),08L50,08L50,08L52,X,X,X,08L50,
612,,,,,08M60,한국투자뉴에이스일반사모증권투자신탁7호(채권)(모),08M61,한국투자뉴에이스일반사모증권투자신탁7호(채권)(1종),08M60,08M60,08M61,X,X,X,08M60,한국투자뉴에이스일반사모증권투자신탁7호(채권)(모)
613,,,,,08M60,,08M62,한국투자뉴에이스일반사모증권투자신탁7호(채권)(2종),08M60,08M60,08M62,X,X,X,08M60,
614,,,,,08N56,한국투자뉴에이스일반사모증권투자신탁8호(채권)(모),08N57,한국투자뉴에이스일반사모증권투자신탁8호(채권)(1종),08N56,08N56,08N57,X,X,X,08N56,한국투자뉴에이스일반사모증권투자신탁8호(채권)(모)
615,,,,,08N56,,08N58,한국투자뉴에이스일반사모증권투자신탁8호(채권)(2종),08N56,08N56,08N58,X,X,X,08N56,
616,,,,,08P41,한국투자베이직일반사모증권투자신탁137호(채권)(모),08P57,한국투자베이직일반사모증권투자신탁137호(채권)(C),08P41,08P41,08P57,X,X,X,08P41,한국투자베이직일반사모증권투자신탁137호(채권)(모)
617,,,,,08P41,,08P58,한국투자베이직일반사모증권투자신탁137호(채권)(C-W),08P41,08P41,08P58,X,X,X,08P41,
618,,,,,08P52,한국투자뉴에이스일반사모증권투자신탁9호(채권)(모),08P53,한국투자뉴에이스일반사모증권투자신탁9호(채권)(1종),08P52,08P52,08P53,X,X,X,08P52,한국투자뉴에이스일반사모증권투자신탁9호(채권)(모)
619,,,,,08P52,,08P54,한국투자뉴에이스일반사모증권투자신탁9호(채권)(2종),08P52,08P52,08P54,X,X,X,08P52,
620,,,,,08Q12,한국투자뉴에이스일반사모증권투자신탁10호(채권)(모),08Q13,한국투자뉴에이스일반사모증권투자신탁10호(채권)(1종),08Q12,08Q12,08Q13,X,X,X,08Q12,한국투자뉴에이스일반사모증권투자신탁10호(채권)(모)
621,,,,,08Q12,,08Q14,한국투자뉴에이스일반사모증권투자신탁10호(채권)(2종),08Q12,08Q12,08Q14,X,X,X,08Q12,
622,,,,,08Q68,한국투자뉴에이스일반사모증권투자신탁11호(채권)(모),08Q69,한국투자뉴에이스일반사모증권투자신탁11호(채권)(1종),08Q68,08Q68,08Q69,X,X,X,08Q68,한국투자뉴에이스일반사모증권투자신탁11호(채권)(모)
623,,,,,08Q68,,08Q70,한국투자뉴에이스일반사모증권투자신탁11호(채권)(2종),08Q68,08Q68,08Q70,X,X,X,08Q68,
624,,,,,08Q81,한국투자채권인컴손익차등일반사모증권투자신탁(채권)(모),08Q82,한국투자채권인컴손익차등일반사모증권투자신탁(채권)(1종),08Q81,08Q81,08Q82,X,X,X,08Q81,한국투자채권인컴손익차등일반사모증권투자신탁(채권)(모)
625,,,,,08Q81,,08Q83,한국투자채권인컴손익차등일반사모증권투자신탁(채권)(2종),08Q81,08Q81,08Q83,X,X,X,08Q81,
626,,,,,09M13,한국투자TMF26-12만기형증권투자신탁(채권)(모),09M14,한국투자TMF26-12만기형증권투자신탁(채권)(C-F),09M13,09M13,09M14,X,X,X,09M13,한국투자TMF26-12만기형증권투자신탁(채권)(모)
627,,,,,09M13,,09M17,한국투자TMF26-12만기형증권투자신탁(채권)(C-W),09M13,09M13,09M17,X,X,X,09M13,
