순번,모펀드,모펀드명,설정해지구분,투자비율,종류형모펀드,종류형모펀드명,종류형자펀드,종류형자펀드명,최종모펀드,종류형모펀드_k,종류형자펀드_l,최종모부재,종류형모부재,종류형자부재,실질최종모펀드,최종모펀드명
628,,,,,09M13,,09M26,한국투자TMF26-12만기형증권투자신탁(채권)(C-P),09M13,09M13,09M26,X,X,X,09M13,
629,,,,,09M13,,09M27,한국투자TMF26-12만기형증권투자신탁(채권)(C-Pe),09M13,09M13,09M27,X,X,X,09M13,
630,,,,,09M13,,09M29,한국투자TMF26-12만기형증권투자신탁(채권)(C-Re),09M13,09M13,09M29,X,X,X,09M13,
631,,,,,09M15,한국투자TMF28-12만기형증권투자신탁(채권)(모),09M16,한국투자TMF28-12만기형증권투자신탁(채권)(C-F),09M15,09M15,09M16,X,X,X,09M15,한국투자TMF28-12만기형증권투자신탁(채권)(모)
632,,,,,09M15,,09M18,한국투자TMF28-12만기형증권투자신탁(채권)(C-W),09M15,09M15,09M18,X,X,X,09M15,
633,,,,,09M15,,09M31,한국투자TMF28-12만기형증권투자신탁(채권)(C-Pe),09M15,09M15,09M31,X,X,X,09M15,
634,,,,,09M15,,09M33,한국투자TMF28-12만기형증권투자신탁(채권)(C-Re),09M15,09M15,09M33,X,X,X,09M15,
635,,,,,0JM30,무배당KB퇴직연금실적배당보험 인덱스플러스혼합형1호(모),0JM13,무배당KB퇴직연금실적배당보험 인덱스플러스혼합형1호(A),0JM30,0JM30,0JM13,X,X,X,0JM30,무배당KB퇴직연금실적배당보험 인덱스플러스혼합형1호(모)
636,,,,,0JM30,,0JM34,무배당KB퇴직연금실적배당보험 인덱스플러스혼합형1호(B),0JM30,0JM30,0JM34,X,X,X,0JM30,
637,,,,,0JM61,무배당KB퇴직연금실적배당보험 채권형(모),0JM62,무배당KB퇴직연금실적배당보험 채권형(A),0JM61,0JM61,0JM62,X,X,X,0JM61,무배당KB퇴직연금실적배당보험 채권형(모)
638,,,,,0JM61,,0JM63,무배당KB퇴직연금실적배당보험 채권형(B),0JM61,0JM61,0JM63,X,X,X,0JM61,
639,,,,,0JM71,혼합안정형(퇴직연금)(모),0JM72,혼합안정형(퇴직연금)클래스A,0JM71,0JM71,0JM72,X,X,X,0JM71,혼합안정형(퇴직연금)(모)
640,,,,,0JM96,삼성화재퇴직연금MMF재간접형(모),0JM97,삼성화재퇴직연금MMF재간접형(C),0JM96,0JM96,0JM97,X,X,X,0JM96,삼성화재퇴직연금MMF재간접형(모)
641,,,,,0JM96,,0JM98,삼성화재퇴직연금MMF재간접형(A),0JM96,0JM96,0JM98,X,X,X,0JM96,
642,,,,,1JM16,프로미퇴직연금실적배당채권형2호(모),1JM14,프로미퇴직연금실적배당채권형2호(A),1JM16,1JM16,1JM14,X,X,X,1JM16,프로미퇴직연금실적배당채권형2호(모)
643,,,,,1JM20,한화퇴직연금실적배당보험플러스혼합형(모),0JM20,한화퇴직연금실적배당보험플러스혼합형(A),1JM20,1JM20,0JM20,X,X,X,1JM20,한화퇴직연금실적배당보험플러스혼합형(모)
644,,,,,2JM03,무배당KB퇴직연금실적배당보험 배당주안정형1호(모),2JM04,무배당KB퇴직연금실적배당보험 배당주안정형1호(A),2JM03,2JM03,2JM04,X,X,X,2JM03,무배당KB퇴직연금실적배당보험 배당주안정형1호(모)
645,,,,,2JM03,,2JM05,무배당KB퇴직연금실적배당보험 배당주안정형1호(B),2JM03,2JM03,2JM05,X,X,X,2JM03,
646,,,,,3JM29,한화손보투자적격채권투자일임(모),3JM30,한화손보투자적격채권투자일임(A),3JM29,3JM29,3JM30,X,X,X,3JM29,한화손보투자적격채권투자일임(모)
647,,,,,3JM29,,3JM31,한화손보투자적격채권투자일임(B),3JM29,3JM29,3JM31,X,X,X,3JM29,
