HideDate	ShowDate																																								
6/30/2026	7/14/2026																																								
																																									
																																									
2. 수탁고-세부분류							2. 수탁고-세부분류												최종모펀드유무	O				최종모펀드유무	O				최종모펀드유무	O											
종류형구분	(다중 항목)						종류형구분	(다중 항목)											제외조건					제외조건					제외조건												
모자구분	(다중 항목)						모자구분	(다중 항목)											운용부서	FI운용본부				운용부서	FI운용본부				운용부서	FI운용본부											
제외조건							제외조건												팀분류	FI운용1부				팀분류	FI운용2부				팀분류	해외FI운용부											
운용부서	(다중 항목)						운용부서	FI운용본부																																	
																			합계 : 기획실수탁고분류	열 레이블				합계 : 기획실수탁고분류	열 레이블				합계 : 기획실수탁고분류	열 레이블											
합계 : 기획실수탁고분류	열 레이블						합계 : 순자산(후)	열 레이블											행 레이블	2025-12-31 00:00:00+00:00	2026-07-14 00:00:00+00:00			행 레이블	2025-12-31 00:00:00+00:00	2026-07-14 00:00:00+00:00			행 레이블	2025-12-31 00:00:00+00:00	2026-07-14 00:00:00+00:00										
법인용MMF2호(국공채)(모)		26151.57661866	46995.10385063	20843.52723197	ACE26-06회사채(AA-이상)액티브증권상장지수투자신탁(채		1717.6486722	0.0	-1717.6486722	1부									한국투자베이직일반사모증권투자신탁140호(채권)		1000.0	1000.0		삼성생명한투변액연금(1.1)채권형(채권)	2140.37230745	2179.34315651	38.97084906000009														
ACEKIS종합채권(AA-이상)액티브증권상장지수투자신탁		8107.13524666	10708.88488495	2601.749638289999	옐로우엄브렐라국내채권일반사모1호(채권)		1220.58483386	0.0	-1220.58483386										한국투자채권SJ제3호		100.0	100.0		삼성생명한투변액연금(1.1)채권형(Sys)	2460.43535016	2460.43535016	0.0														
ACE머니마켓액티브증권상장지수투자신탁(채권)		4651.03870393	6895.87586513	2244.8371612	RF전문투자형사모제1호(국공채)		1179.30829002	0.0	-1179.30829002										한국투자채권SJ제4호		100.0	100.0		삼성생명한투리더스변액연금인덱스주식혼합형(채권)	343.20514492	341.32955293	-1.8755919900000322														
채안회사채전문투자형사모1호(채권)		9922.84379027	12088.02580148	2165.1820112099995	매칭형일반사모CW-2호(채권-파생형)		1023.6289821	0.0	-1023.6289821										한국투자채권SJ제5호		141.06149896	141.06149896		삼성생명한투리더스VUL종신채권형	1252.52368747	1218.59840671	-33.92528075999985														
신종개인용MMF10호(모)		12963.95640824	14841.22965209	1877.2732438500007	예금보험기금 국내채권형 유니버스 11호(은행)		3386.53014609	2463.67403245	-922.8561136399999										한국투자채권SJ제6호		154.85615302	154.85615302		삼성생명한투VUL혼합형(채권)	481.43201461	473.64392001	-7.788094600000022														
베이직일반사모137호(채권)		0.0	2002.63267774	2002.63267774	크레딧포커스증권모투자신탁(채권)		28095.51744567	9622.66018784	-18472.85725783	2부									무배당KB퇴직연금실적배당보험 채권형(A)	12.49645235	7.85706272	-4.63938963		라이나한투ESP	5210.24032638	5377.59691246	167.35658607999994														
RF전문투자형사모제1호(국공채)		0.0	1781.30132158	1781.30132158	연기금일반사모제195-10호(채권)		2004.83269246	0.0	-2004.83269246										무배당KB퇴직연금실적배당보험 채권형(B)	1.30077174	0.67942241	-0.62134933		교보생명변액연금보험II_채권(한국투신)	2087.36336051	2047.58770972	-39.77565078999987														
MF전문투자형사모3호(채권)		4596.7196875	6299.31070724	1702.5910197399999	WF단기일반사모6호(채권)		1587.39715094	0.0	-1587.39715094										삼성화재퇴직연금MMF재간접형(C)	45.01123796	41.20146218	-3.8097757800000025		교보생명VUL종신보험채권형_(채권_한투_일반)	896.8464134	865.62661561	-31.219797789999916														
교보생명 VUL종신보험혼합형_채권		2320.46071725	3553.01905945	1232.5583422	뉴에이스일반사모6호(채권)(모)		1040.0	0.0	-1040.0										프로미퇴직연금실적배당채권형2호(A)	4.87121745	3.54013192	-1.3310855299999997		교보생명 변액연금보험II 글로벌인덱스혼합형_채권	568.85980524	551.25128994	-17.608515300000022														
한화변액연금Ⅱ 채권형Ⅳ(신탁채권)		0.0	1219.11133877	1219.11133877	베이직일반사모120호(채권형)		1000.0	0.0	-1000.0										무배당KB퇴직연금실적배당보험 배당주안정형1호(A)	29.01132461	28.95463168	-0.05669293000000053		교보생명 VUL종신보험혼합형_채권	2320.46071725	3553.01905945	1232.5583422														
ACE미국S&P500채권혼합액티브증권ETF(채권혼합)		7318.50441649	12341.61831752	5023.11390103	ACE미국30년국채액티브증권상장지수투자신탁(H)		21997.36072677	15495.32537279	-6502.03535398	해외									무배당KB퇴직연금실적배당보험 배당주안정형1호(B)	1.20090178	0.68884586	-0.5120559199999999		교보국내채권1호	1942.06917048	1335.04079542	-607.0283750599999														
ACE미국나스닥100채권혼합액티브ETF(채권혼합)		5083.96959149	9391.79461009	4307.8250186000005	MAN다이나믹인컴증권모투자신탁(USD)(채권-재간접형)		4740.85033548	3089.8421291	-1651.0082063799996										한국투자TMF26-12만기형증권투자신탁(채권)(C-F)	10.0	10.0	0.0		SVUL&NVA채권형_채권3	953.7782912	932.19498692	-21.583304279999993														
옐로우엄브렐라글로벌채권일반사모투자신탁1호		0.0	1483.99164229	1483.99164229	GoldmanSachs글로벌하이일드인컴증권모투자신탁(USD)(채권)		772.89051419	330.48525051	-442.40526367999996										한국투자TMF28-12만기형증권투자신탁(채권)(C-F)	10.0	10.0	0.0																			
베이직일반사모134호(USD)(채권)		0.0	1076.453	1076.453	ACE미국30년국채엔화노출액티브증권상장지수투자신탁[		962.12684154	630.31277704	-331.8140645										한국투자TMF26-12만기형증권투자신탁(채권)(C-W)	195.0	195.0	0.0																			
베이직일반사모111호(채권-재간접형)		3862.91740893	4720.33905136	857.4216424299998	ACE미국30년국채액티브증권상장지수투자신탁(채권)		3406.49877101	3107.1393234	-299.35944760999973										한국투자TMF28-12만기형증권투자신탁(채권)(C-W)	209.98336847	209.98336847	0.0																			
																			한국투자TMF26-12만기형증권투자신탁(채권)(C-Re)	0.2	0.21233203	0.012332029999999994																			
																			한국투자TMF28-12만기형증권투자신탁(채권)(C-Re)	0.46699481	1.04736494	0.58037013																			
2. 수탁고-세부분류							2. 수탁고-세부분류												한국투자TMF26-12만기형증권투자신탁(채권)(C-P)		0.86	0.86																			
종류형구분	(모두)						종류형구분	(모두)											한국투자TMF28-12만기형증권투자신탁(채권)(C-Pe)		0.30035743	0.30035743																			
모자구분	(다중 항목)						모자구분	(다중 항목)											한국투자TMF26-12만기형증권투자신탁(채권)(C-Pe)		0.20150004	0.20150004																			
제외조건							제외조건												한국투자베이직일반사모증권투자신탁141호(채권)		301.0	301.0																			
운용부서	(다중 항목)						운용부서	(다중 항목)																																	
																																									
합계 : 수익자수탁고	열 레이블						합계 : 수익자수탁고	열 레이블							DB생명	17.38326166	17.50237062	0.11910896000000193																							
행 레이블	2025-12-31 00:00:00+00:00	2026-07-14 00:00:00+00:00					행 레이블	2025-12-31 00:00:00+00:00	2026-07-14 00:00:00+00:00						DB손해보험	9.585955779999999	2008.92051365	1999.33455787																							
DB생명	17.38326166	17.50237062	DB생명	17.38326166	17.50237062	0.11910896000000193	NH농협은행	1592.6399999999999	1594.26	NH농협은행	1592.6399999999999	1594.26	1.6200000000001182		KB라이프	3854.74171655	4357.26540789	502.52369133999946																							
DB손해보험	9.585955779999999	2008.92051365	DB손해보험	9.585955779999999	2008.92051365	1999.33455787	경남은행	500.0	500.0	경남은행	500.0	500.0	0.0		KB손해보험	40.43301511	35.05095814	-5.382056970000001																							
KB라이프	3854.74171655	4357.26540789	KB라이프	3854.74171655	4357.26540789	502.52369133999946	우리은행	1400.0	900.0	우리은행	1400.0	900.0	-500.0		NH성과보상기금	1847.9860023	1958.9230278	110.93702549999989																							
KB손해보험	40.43301511	35.05095814	KB손해보험	40.43301511	35.05095814	-5.382056970000001	한국밸류자산운용	1674.6626348250002	1529.25446086	한국밸류자산운용	1674.6626348250002	1529.25446086	-145.40817396500006		건강보험	1564.6271096	1524.2526845950001	-40.37442500499992																							
NH성과보상기금	1847.9860023	1958.9230278	NH성과보상기금	1847.9860023	1958.9230278	110.93702549999989	광주은행	500.0	500.0	광주은행	500.0	500.0	0.0		건설근로자공제회	3327.87953813	2357.95293853	-969.9265995999999																							
건강보험	1564.6271096	1524.2526845950001	건강보험	1564.6271096	1524.2526845950001	-40.37442500499992	부산은행		500.0	부산은행	0.0	500.0	500.0		공무원연금	1926.44414032	1926.44414032	0.0																							
건설근로자공제회	3327.87953813	2357.95293853	건설근로자공제회	3327.87953813	2357.95293853	-969.9265995999999	카카오뱅크		525.0	카카오뱅크	0.0	525.0	525.0		교보생명	7815.59946688	8352.52547014	536.9260032600005																							
공무원연금	1926.44414032	1926.44414032	공무원연금	1926.44414032	1926.44414032	0.0	총합계	5667.3026348250005	6048.51446086						국민연금	28921.841095929998	28342.80546268	-579.0356332499978																							
교보생명	7815.59946688	8352.52547014	교보생명	7815.59946688	8352.52547014	536.9260032600005									국토부(NH)	6148.24931887	7930.93675982	1782.6874409499997																							
국민연금	28921.841095929998	28342.80546268	국민연금	28921.841095929998	28342.80546268	-579.0356332499978									국토부(미래)	6597.23103398	4987.6771045099995	-1609.5539294700002																							
국토부(NH)	6148.24931887	7930.93675982	국토부(NH)	6148.24931887	7930.93675982	1782.6874409499997									기업은행	251.61911397	312.71742423	61.098310260000005																							
국토부(미래)	6597.23103398	4987.6771045099995	국토부(미래)	6597.23103398	4987.6771045099995	-1609.5539294700002									노동부(고용보험)	6206.339831779999	7626.09082591	1419.7509941300004																							
기업은행	251.61911397	312.71742423	기업은행	251.61911397	312.71742423	61.098310260000005									노동부(산재)	16415.22470173	18562.17681316	2146.9521114300005																							
노동부(고용보험)	6206.339831779999	7626.09082591	노동부(고용보험)	6206.339831779999	7626.09082591	1419.7509941300004									라이나생명	5210.24032638	5377.59691246	167.35658607999994																							
노동부(산재)	16415.22470173	18562.17681316	노동부(산재)	16415.22470173	18562.17681316	2146.9521114300005									방폐기금(신한)	1179.30829002	1781.30132158	601.99303156																							
라이나생명	5210.24032638	5377.59691246	라이나생명	5210.24032638	5377.59691246	167.35658607999994									삼성생명	10320.062331259998	11125.353507009999	805.2911757500005																							
방폐기금(신한)	1179.30829002	1781.30132158	방폐기금(신한)	1179.30829002	1781.30132158	601.99303156									삼성화재	88.79931298	81.23640578	-7.562907199999998																							
삼성생명	10320.062331259998	11125.353507009999	삼성생명	10320.062331259998	11125.353507009999	805.2911757500005									신한은행	500.0	1025.0	525.0																							
삼성화재	88.79931298	81.23640578	삼성화재	88.79931298	81.23640578	-7.562907199999998									신협중앙회	1000.0	1000.0	0.0																							
신한은행	500.0	1025.0	신한은행	500.0	1025.0	525.0									연기금풀(미래)	30379.74830837	33115.67474207	2735.9264336999986																							
신협중앙회	1000.0	1000.0	신협중앙회	1000.0	1000.0	0.0									연기금풀(삼성)	6098.10654869	4009.13148461	-2088.97506408																							
연기금풀(미래)	30379.74830837	33115.67474207	연기금풀(미래)	30379.74830837	33115.67474207	2735.9264336999986									우정사업본부	9518.65601082	9518.65601082	0.0																							
연기금풀(삼성)	6098.10654869	4009.13148461	연기금풀(삼성)	6098.10654869	4009.13148461	-2088.97506408									중퇴기금(미래)	266.42328024	437.23198071	170.80870047000002																							
우정사업본부	9518.65601082	9518.65601082	우정사업본부	9518.65601082	9518.65601082	0.0									중퇴기금(삼성)	703.74888507	829.97197115	126.22308607999992																							
중퇴기금(미래)	266.42328024	437.23198071	중퇴기금(미래)	266.42328024	437.23198071	170.80870047000002									채권시장안정펀드	9922.84379027	12088.02580148	2165.1820112099995																							
중퇴기금(삼성)	703.74888507	829.97197115	중퇴기금(삼성)	703.74888507	829.97197115	126.22308607999992									카카오뱅크	2000.0	2000.0	0.0																							
채권시장안정펀드	9922.84379027	12088.02580148	채권시장안정펀드	9922.84379027	12088.02580148	2165.1820112099995	종류형구분	(다중 항목)							키움증권	500.0	500.0	0.0																							
카카오뱅크	2000.0	2000.0	카카오뱅크	2000.0	2000.0	0.0	모자구분	(다중 항목)							푸본현대생명	775.47349407	11.30882197	-764.1646721																							
키움증권	500.0	500.0	키움증권	500.0	500.0	0.0	제외조건								한화생명	7250.52356661	7063.439794989999	-187.08377162000033																							
푸본현대생명	775.47349407	11.30882197	푸본현대생명	775.47349407	11.30882197	-764.1646721	운용부서	FI운용본부	1000.0						현대카드	1000.0	900.0	-100.0																							
한화생명	7250.52356661	7063.439794989999	한화생명	7250.52356661	7063.439794989999	-187.08377162000033			550.0						현대캐피탈	1000.0	1001.0	1.0																							
현대카드	1000.0	900.0	현대카드	1000.0	900.0	-100.0	합계 : 수익자수탁고	열 레이블	350.0						현대커머셜	600.0	450.0	-150.0																							
현대캐피탈	1000.0	1001.0	현대캐피탈	1000.0	1001.0	1.0	행 레이블	2024-12-31 00:00:00+00:00							국민은행	44.00945048	38.17996267	-5.829487809999996																							
현대커머셜	600.0	450.0	현대커머셜	600.0	450.0	-150.0	부산은행	222.83333333333334							KDB생명	1322.95486861	1195.51788197	-127.43698663999999																							
국민은행	44.00945048	38.17996267	국민은행	44.00945048	38.17996267	-5.829487809999996	총합계	222.83333333333334							ABL생명	301.38315499	301.38315499	0.0																							
KDB생명	1322.95486861	1195.51788197	KDB생명	1322.95486861	1195.51788197	-127.43698663999999									한국투자증권	2440.054355945	2000.758385475	-439.29597047000016																							
ABL생명	301.38315499	301.38315499	ABL생명	301.38315499	301.38315499	0.0									중소기업중앙회	1220.58483386	1483.99164229	263.4068084300002																							
한국투자증권	2440.054355945	2000.758385475	한국투자증권	2440.054355945	2000.758385475	-439.29597047000016									부산은행	292.64	294.26	1.6200000000000045																							
중소기업중앙회	1220.58483386	1483.99164229	중소기업중앙회	1220.58483386	1483.99164229	263.4068084300002									NH농협은행	400.0	400.0	0.0																							
부산은행	292.64	294.26	부산은행	292.64	294.26	1.6200000000000045									예금보험기금	4326.16484514	3170.2349193600003	-1155.9299257799994																							
NH농협은행	400.0	400.0	NH농협은행	400.0	400.0	0.0									스마일게이트	0.0	1076.453	1076.453																							
예금보험기금	4326.16484514	3170.2349193600003	예금보험기금	4326.16484514	3170.2349193600003	-1155.9299257799994									아이엠뱅크	300.0	300.0	0.0																							
스마일게이트		1076.453	스마일게이트	0.0	1076.453	1076.453									한투밸류자산운용	0.0	50.0	50.0																							
아이엠뱅크	300.0	300.0	아이엠뱅크	300.0	300.0	0.0									산림조합중앙회	0.0	495.91765197999996	495.91765197999996																							
한투밸류자산운용		50.0	한투밸류자산운용	0.0	50.0	50.0									IBK연금보험	0.0	228.79694727	228.79694727																							
산림조합중앙회		495.91765197999996	산림조합중앙회	0.0	495.91765197999996	495.91765197999996									NH농협은행	1592.6399999999999	1594.26	1.6200000000001182																							
IBK연금보험		228.79694727	IBK연금보험	0.0	228.79694727	228.79694727									경남은행	500.0	500.0	0.0																							
총합계	183906.91095639503	193651.66420263													우리은행	1400.0	900.0	-500.0																							
															한국밸류자산운용	1674.6626348250002	1529.25446086	-145.40817396500006																							
															광주은행	500.0	500.0	0.0																							
															부산은행	0.0	500.0	500.0																							
															카카오뱅크	0.0	525.0	525.0																							
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
