																																																		
	Fixed Income  운용본부 수탁고 현황																																																	
 	FI운용1부 김현수								 		2026-07-14 00:00:00+00:00																																							
																																																		
	Fixed Income 부서별 수탁고										(설정액 기준/ 단위: 억원)																																							
	구분	2024YE	2025YE	2Q2026	6M2026	2026-07-14 00:00:00+00:00	NAV	2026목표	달성률	YTD	QTD	MTD																																						
	방폐기금(신한)	1179.30829002	1781.30132158	601.99303156	DB손해보험	9.585955779999999	2008.92051365	1999.33455787	키움증권	500.0	500.0	0.0																																						
	건설근로자공제회	3327.87953813	2357.95293853	-969.9265995999999	KB손해보험	40.43301511	35.05095814	-5.382056970000001	현대캐피탈	1000.0	1001.0	1.0																																						
	NH성과보상기금	1847.9860023	1958.9230278	110.93702549999989	KDB생명	1322.95486861	1195.51788197	-127.43698663999999	현대커머셜	600.0	450.0	-150.0																																						
	공무원연금	1926.44414032	1926.44414032	0.0	IBK연금보험	0.0	228.79694727	228.79694727	현대카드	1000.0	900.0	-100.0																																						
	예금보험기금	4326.16484514	3170.2349193600003	-1155.9299257799994	국민은행	44.00945048	38.17996267	-5.829487809999996	한양대학교	0.0	0.0	0.0																																						
	중퇴기금(삼성)	703.74888507	829.97197115	126.22308607999992	신한은행	500.0	1025.0	525.0	한국밸류자산운용	1674.6626348250002	1529.25446086	-145.40817396500006																																						
	건강보험	1564.6271096	1524.2526845950001	-40.37442500499992	하나은행	0.0	0.0	0.0	한국투자증권	2440.054355945	2000.758385475	-439.29597047000016																																						
	중퇴기금(미래)	266.42328024	437.23198071	170.80870047000002	우리은행	1400.0	900.0	-500.0	스마일게이트	0.0	1076.453	1076.453																																						
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
