No	영업일	처리일	펀드	펀드명	펀드유형	운용역	설정일	환매수수료	일 수익률	설정좌수	순설정액	순자산(전)	순자산(후)	익영업일가용자금	주식상한	주식하한	채권상한	채권하한	지수선물상한	지수선물하한	국채선물상한	국채선물하한	국채선물3년수량	국채선물3년비중	국채선물3년비중2	국채선물5년수량	국채선물5년비중	국채선물5년비중2	국채선물10년수량	국채선물10년비중	국채선물10년비중2	국채선물30년수량	국채선물30년비중	국채선물30년비중2	장내파생지수비중	장내파생채권비중	장내파생통화비중	유동성자산비중	장외파생비중	실물자산비중	공백	판매사	운용역1	운용역2	운용팀	수탁사	사무수탁사	운용부서	마케팅유형	담당자(계약서)	담당자(실제)	모자구분	종류형구분	추가단위형	공모사모구분	시가구분	상장구분	결산구분	자사주구분	국내외구분	신탁구분	단독구분	펀드구분	판매구분	최초설정일	해지일	직전결산일	다음결산일	다음보수일	해지구분	보수구분	총보수율(BP)	당일보관보수	당일운용보수	당일판매자보수	당일사무수탁보수	수탁보수율(BP)	운용보수율(BP)	판매보수율(BP)	사무수탁보수율(BP)	금감원코드	협회표준코드	자통법상품분류코드	예탁원코드	표준코드	법인구분	BM기준가	수정기준가	과표기준가	과표순자산	해외비과세과표기준가	보수차감전자산	가용자금	펀드(1일)	BM(1일)	초과(1일)	펀드(1주)	BM(1주)	초과(1주)	펀드(1월)	BM(1월)	초과(1월)	펀드(3월)	BM(3월)	초과(3월)	펀드(6월)	BM(6월)	초과(6월)	펀드(9월)	BM(9월)	초과(9월)	펀드(1년)	BM(1년)	초과(1년)	펀드(2년)	BM(2년)	초과(2년)	펀드(3년)	BM(3년)	초과(3년)	펀드(YTD)	BM(YTD)	초과(YTD)	펀드(설정후)	BM(설정후)	초과(설정후)	펀드(선택기간)	BM(선택기간)	초과(선택기간)	펀드(결산후)	BM(결산후)	초과(결산후)	펀드(MTD)	BM(MTD)	초과(MTD)	BM식	1일(KOSPI)	1주(KOSPI)	1월(KOSPI)	3월(KOSPI)	6월(KOSPI)	9월(KOSPI)	1년(KOSPI)	2년(KOSPI)	3년(KOSPI)	설정후(KOSPI)	선택기간(KOSPI)	결산후(KOSPI)	KOSPI(주초)	KOSPI200(주초)	KOSDAQ(주초)	KOSPI(월초)	KOSPI200(월초)	KOSDAQ(월초)	KOSPI(분기초)	KOSPI200(분기초)	KOSDAQ(분기초)	KOSPI(YTD)	KOSPI200(YTD)	KOSDAQ(YTD)	기준가	기준가증감	원본액	원본액증감	전월대비원본액증감	순자산	순자산증감	전월대비순자산증감	총자산액(선물/옵션포함)	국내자산평가액	국내자산비중	해외자산평가액	해외자산비중	국내주식평가액	국내주식비중	국내채권평가액	국내채권비중	국내CD/CP평가액	국내CD/CP비중	국내현금평가액	국내현금비중	국내수익증권평가액	국내수익증권비중	국내장내선물옵션평가액	국내장내선물옵션비중	국내ELS/ELW평가액	국내ELS/ELW비중	국내기타자산평가액	국내기타자산비중	해외주식평가액	해외주식비중	해외채권평가액	해외채권비중	해외현금평가액	해외현금비중	해외수익증권평가액	해외수익증권비중	해외파생평가액	해외파생비중	해외기타평가액	해외기타비중	주식약관한도	채권약관한도	주식+선물비중	채권+선물비중	주식종목수	채권종목수	샤프(CD91)	알파(CD91)	트레이너(CD91)	샤프(국고채1년)	알파(국고채1년)	트레이너(국고채1년)	샤프BM	TE1	TE1증감	IR1	IR1증감	TE2	TE2증감	IR2	IR2증감	듀레이션	듀레이션 증감	BM 듀레이션	BM대비베타	KOSPI대비베타	EWMA 베타	가중평균베타	펀드 표준편차	BM 표준편차	펀드영문명칭	1일 수탁고	1일 수탁고증감	1주 수탁고	1주 수탁고증감	1개월 수탁고	1개월 수탁고증감	3개월 수탁고	3개월 수탁고증감	6개월 수탁고	6개월 수탁고증감	9개월 수탁고	9개월 수탁고증감	1년 수탁고	1년 수탁고증감	2년 수탁고	2년 수탁고증감	3년 수탁고	3년 수탁고증감	MTD 수탁고	MTD 수탁고증감	YTD 수탁고	YTD 수탁고증감	설정후 수탁고	설정후 수탁고증감	펀드분류	팀분류	기획실수탁고분류	기획실펀드분류	제외조건	펀드일임구분	펀드약칭	종류형구분2	최종모펀드코드	최종모펀드유무	최종모펀드명	수익자1	수익자2	수익자3	수익자수탁고		
1.0	2016-01-04 00:00:00+00:00	2015-12-31 00:00:00+00:00	151.0	개인연금공1	채권	김동주	1994-06-20 00:00:00+00:00	24개월이상	0.0039	20724577276.0	250001.0	21009560960.0	21009560960.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0				0.0	0.0	0.0	8.6	0.0	0.0		한국투자증권 외 1개	김동주		FI운용1부	하나은행	신한펀드파트너스	FI운용본부				자펀드	일반펀드	추가형	공모	아니요	아니요		아니요	국내	투자신탁		투자신탁		1994-06-20 00:00:00+00:00		2015-06-19 00:00:00+00:00	2016-06-19 00:00:00+00:00	2020-06-20 00:00:00+00:00	정상		53.0	17268.0	71951.0	215854.0	0.0	3.0	12.5	37.5	0.0	0010660C0032	KR5101102410	11111Z12902013125ZZ4	32280000151.0	KRZ500057520		2087.76	2036.42	1013.75	21009564340.0	0.0	21009866573.0	0.0	0.0039	0.0057	-0.0018	0.077	0.0776	-0.0006	0.6024	0.7224	-0.12	-0.0296	0.2462	-0.2757	1.378	1.999	-0.6209	0.8544	1.6435	-0.7891	2.9586	3.8483	-0.8897	8.7199	10.2221	-1.5022	9.9273	12.6486	-2.7213	2.9586	3.8483	-0.8897	103.6419	108.7757	-5.1339	0.0039	0.0057	-0.0018	1.375	108.7757	-107.4007	0.6024	0.7224	-0.12	(0.9 * [KOBI Market 재투자지수]) + (0.1 * [KAP_CALL 총수익지수])	-0.2543	-1.8962	-3.3356	0.9502	-4.8134	-3.3856	2.3867	-2.4874	-1.7896	0.0	0.0	-3.9459	-1.4739	-2.0177	3.9328	-1.5392	-1.5804	-0.876	-0.0764	1.5504	0.5704	2.3867	-1.5038	25.6699	1013.75	0.04	20724577276.0	246620.0	116725590.0	21009560960.0	1085518.0	243526938.0	21013647583.0	21013647583.0	100.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1807007352.0	8.6	19206640231.0	91.42	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.67	-0.88	1.22	0.71	-0.88	1.29	1.21	0.13	-0.01	-6.69	-0.33	0.13	-0.01	-6.67	-0.4	0.0	0.0	3.64	0.99	0.02	0.94	0.0	1.8	1.8	PBP 1	20724330656.0	246620.0	21789596105.0	-1065018829.0	21685257885.0	-960680609.0	21470757889.0	-746180613.0	21153051904.0	-428474628.0	20737928257.0	-13350981.0	20724577276.0	0.0	19968168747.0	756408529.0	19543001278.0	1181575998.0	21685257885.0	-960680609.0	20724577276.0	0.0			채권	FI운용1부	207.24577276	채권		펀드	00151	종류형모펀드	07203	X	개인연채혼모				207.24577276		
2.0	2016-01-04 00:00:00+00:00	2015-12-31 00:00:00+00:00	152.0	개인연금공2	채권	김동주	1995-01-17 00:00:00+00:00	24개월이상	0.0039	10633913283.0	900000.0	10860139209.0	10860139209.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0				0.0	0.0	0.0	6.84	0.0	0.0		한국투자증권 외 1개	김동주		FI운용1부	하나은행	신한펀드파트너스	FI운용본부				자펀드	일반펀드	추가형	공모	아니요	아니요		아니요	국내	투자신탁		투자신탁		1995-01-17 00:00:00+00:00		2015-01-16 00:00:00+00:00	2016-01-16 00:00:00+00:00	2020-07-17 00:00:00+00:00	정상		53.0	8926.0	37192.0	111578.0	0.0	3.0	12.5	37.5	0.0	0010660C0033	KR5101103319	11111Z12902013125ZZ4	32280000152.0	KRZ500057530		2087.76	2171.85	1021.28	10860156616.0	0.0	10860297096.0	0.0	0.0039	0.0057	-0.0018	0.0784	0.0776	0.0008	0.6158	0.7224	-0.1067	-0.0343	0.2462	-0.2804	1.403	1.999	-0.596	0.8971	1.6435	-0.7464	3.0081	3.8483	-0.8402	8.9015	10.2221	-1.3206	10.1085	12.6486	-2.5401	3.0081	3.8483	-0.8402	117.185	108.7757	8.4093	0.0039	0.0057	-0.0018	2.127	108.7757	-106.6487	0.6158	0.7224	-0.1067	(0.9 * [KOBI Market 재투자지수]) + (0.1 * [KAP_CALL 총수익지수])	-0.2543	-1.8962	-3.3356	0.9502	-4.8134	-3.3856	2.3867	-2.4874	-1.7896	0.0	0.0	2.4643	-1.4739	-2.0177	3.9328	-1.5392	-1.5804	-0.876	-0.0764	1.5504	0.5704	2.3867	-1.5038	25.6699	1021.27	0.04	10633913283.0	881291.0	17110269.0	10860139209.0	1336833.0	83909079.0	10886493564.0	10886493564.0	100.24	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	742412039.0	6.84	10144081525.0	93.41	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7	-0.83	1.27	0.74	-0.83	1.34	1.21	0.13	0.0	-6.68	-0.23	0.13	-0.01	-6.62	-0.33	0.0	0.0	3.64	0.99	0.01	0.95	0.0	1.79	1.8	PPB 2	10633031992.0	881291.0	10628427076.0	5486207.0	10616803014.0	17110269.0	10740528117.0	-106614834.0	10804084167.0	-170170884.0	10954369909.0	-320456626.0	10582843413.0	51069870.0	11135776330.0	-501863047.0	11916767954.0	-1282854671.0	10616803014.0	17110269.0	10582843413.0	51069870.0			채권	FI운용1부	106.33913283	채권		펀드	00152	종류형모펀드	07203	X	개인연채혼모				106.33913283		
